Record;[0]\[3];[3]\[0]
839921;TreePineForestLogSm01_HeavySN [STAT:000CD0F1];Landscape\Trees\TreePineForestLogSm01Snow.nif
843179;dunVolunruudRelicAxe [STAT:000CDDAB];Weapons\Draugr\DraugrHandAxe.nif
843180;dunVolunruudRelicSword [STAT:000CDDAC];Weapons\Draugr\DraugrSword.nif
843814;ImpCandelabraCandle02 [STAT:000CE026];Clutter\Imperial\ImpCandelabraCandle02.nif
843949;MetalCageLongDouble01 [STAT:000CE0AD];Clutter\Common\MetalCageLongDouble01.nif
843950;MetalCageLongSingle01 [STAT:000CE0AE];Clutter\Common\MetalCageLongSingle01.nif
843956;BlackreachSmallMushroom02 [STAT:000CE0B4];Clutter\Blackreach\BlackreachSmallMushroom02.nif
843957;BlackreachSmallMushroom03 [STAT:000CE0B5];Clutter\Blackreach\BlackreachSmallMushroom03.nif
843958;BlackreachSmallMushroom04 [STAT:000CE0B6];Clutter\Blackreach\BlackreachSmallMushroom04.nif
843959;BlackreachSmallMushroom05 [STAT:000CE0B7];Clutter\Blackreach\BlackreachSmallMushroom05.nif
843960;BlackreachSmallMushroom01 [STAT:000CE0B8];Clutter\Blackreach\BlackreachSmallMushroom01.nif
843967;BlackreachTinyMushroom02 [STAT:000CE0BF];Clutter\Blackreach\BlackreachTinyMushroom02.nif
843968;BlackreachTinyMushroom01 [STAT:000CE0C0];Clutter\Blackreach\BlackreachTinyMushroom01.nif
843979;BlackreachCrystalM02 [STAT:000CE0CB];Clutter\Blackreach\BlackreachCrystalM02.nif
843980;BlackreachCrystalM03 [STAT:000CE0CC];Clutter\Blackreach\BlackreachCrystalM03.nif
843981;BlackreachCrystalM04 [STAT:000CE0CD];Clutter\Blackreach\BlackreachCrystalM04.nif
843982;BlackreachCrystalPileS02 [STAT:000CE0CE];Clutter\Blackreach\BlackreachCrystalPileS02.nif
843983;BlackreachCrystalPileS03 [STAT:000CE0CF];Clutter\Blackreach\BlackreachCrystalPileS03.nif
843984;BlackreachCrystalPileS04 [STAT:000CE0D0];Clutter\Blackreach\BlackreachCrystalPileS04.nif
843985;BlackreachCrystalS02 [STAT:000CE0D1];Clutter\Blackreach\BlackreachCrystalS02.nif
843986;BlackreachCrystalS03 [STAT:000CE0D2];Clutter\Blackreach\BlackreachCrystalS03.nif
843987;BlackreachCrystalL01 [STAT:000CE0D3];Clutter\Blackreach\BlackreachCrystalL01.nif
843988;BlackreachCrystalL02 [STAT:000CE0D4];Clutter\Blackreach\BlackreachCrystalL02.nif
843989;BlackreachCrystalL03 [STAT:000CE0D5];Clutter\Blackreach\BlackreachCrystalL03.nif
843990;BlackreachCrystalL04 [STAT:000CE0D6];Clutter\Blackreach\BlackreachCrystalL04.nif
843991;BlackreachCrystalL05 [STAT:000CE0D7];Clutter\Blackreach\BlackreachCrystalL05.nif
843992;BlackreachCrystalM01 [STAT:000CE0D8];Clutter\Blackreach\BlackreachCrystalM01.nif
844025;BlackreachVineFloor01 [STAT:000CE0F9];Clutter\Blackreach\BlackreachVineFloor01.nif
845389;WRJorrvaskrRugEndL01 [STAT:000CE64D];Architecture\WhiteRun\WRClutter\WRJorrvaskrRugEndL01.nif
845390;WRJorrvaskrRugEndR01 [STAT:000CE64E];Architecture\WhiteRun\WRClutter\WRJorrvaskrRugEndR01.nif
845401;WRJorrvaskrRugSquare01 [STAT:000CE659];Architecture\WhiteRun\WRClutter\WRJorrvaskrRugSquare01.nif
845410;WRDunIntWallfreeEndDoor01 [STAT:000CE662];Architecture\WhiteRun\WRInteriors\WRDungeon\WRDunIntWallfreeEndDoor01.nif
845484;MountainTrim01WetRiverbedEdge01 [STAT:000CE6AC];Landscape\Mountains\MountainTrim01Wet.nif
845485;MountainTrim02WetRiverbedEdge01 [STAT:000CE6AD];Landscape\Mountains\MountainTrim02Wet.nif
845699;CommonTableThin01 [STAT:000CE783];Clutter\Common\CommonTableThin01.nif
845700;CommonShelf03 [STAT:000CE784];Clutter\Common\CommonShelf03.nif
845702;CommonShelf04 [STAT:000CE786];Clutter\Common\CommonShelf04.nif
845974;RockCliff08RiverMud01 [STAT:000CE896];Landscape\Rocks\RockCliff08.nif
846035;MountainTrimSlabBlackreach [STAT:000CE8D3];Landscape\Mountains\MountainTrimSlab.nif
846041;BlackreachEWallUp03Blackreach [STAT:000CE8D9];Dungeons\Caves\Blackreach\BlackreachEWallUp03.nif
846043;BlackreachEWall03HoleBlackreach [STAT:000CE8DB];Dungeons\Caves\Blackreach\BlackreachEWall03Hole.nif
846058;BlackreachEWall01HoleBlackreach [STAT:000CE8EA];Dungeons\Caves\Blackreach\BlackreachEWall01Hole.nif
846059;BlackreachEWall02HoleBlackreach [STAT:000CE8EB];Dungeons\Caves\Blackreach\BlackreachEWall02Hole.nif
847347;RockPileS02FrozenMarshDirtSlope01 [STAT:000CEDF3];Landscape\Rocks\RockPileS02.nif
847516;1stPersonForswornBow [STAT:000CEE9C];Weapons\Forsworn\ForswornBow.nif
848484;WallMountedElkMale_Snow [STAT:000CF264];Clutter\DeadAnimals\MountedMaleElk.nif
848522;TGWallRubbing01 [STAT:000CF28A];Clutter\Quest\TGWallRubbing01.nif
848524;TGWallRubbing02 [STAT:000CF28C];Clutter\Quest\TGWallRubbing02.nif
848526;TGWallRubbing03 [STAT:000CF28E];Clutter\Quest\TGWallRubbing03.nif
848528;TGWallRubbing04 [STAT:000CF290];Clutter\Quest\TGWallRubbing04.nif
848530;TGWallRubbing05 [STAT:000CF292];Clutter\Quest\TGWallRubbing05.nif
848532;TGWallRubbing06 [STAT:000CF294];Clutter\Quest\TGWallRubbing06.nif
848534;TGWallRubbing07 [STAT:000CF296];Clutter\Quest\TGWallRubbing07.nif
848536;TGWallRubbing08 [STAT:000CF298];Clutter\Quest\TGWallRubbing08.nif
848538;TGWallRubbing09 [STAT:000CF29A];Clutter\Quest\TGWallRubbing09.nif
848579;TGParchmentRubbingBlank [STAT:000CF2C3];Clutter\Quest\TGWallRubbingBlank.nif
849699;MountainTrim01WetRiverMud01 [STAT:000CF723];Landscape\Mountains\MountainTrim01Wet.nif
849723;RockPileS03FrozenMarshGrass01 [STAT:000CF73B];Landscape\Rocks\RockPileS03.nif
849725;RockPileS01FrozenMarshGrass01 [STAT:000CF73D];Landscape\Rocks\RockPileS01.nif
849785;HagravenFence03_HeavySN [STAT:000CF779];Clutter\Hagraven\HagravenFence03.nif
849786;HagravenFence04_HeavySN [STAT:000CF77A];Clutter\Hagraven\HagravenFence04.nif
849787;HagravenFence02_HeavySN [STAT:000CF77B];Clutter\Hagraven\HagravenFence02.nif
849788;HagravenFence05_HeavySN [STAT:000CF77C];Clutter\Hagraven\HagravenFence05.nif
849789;HagravenFence01_HeavySN [STAT:000CF77D];Clutter\Hagraven\HagravenFence01.nif
854663;CaveIRockPileS02_noSnow [STAT:000D0A87];Dungeons\Caves\Ice\Rocks\CaveIRockPileS02.nif
854664;CaveIRockPileS01_noSnow [STAT:000D0A88];Dungeons\Caves\Ice\Rocks\CaveIRockPileS01.nif
854683;CaveIBoulderL05_noSnow [STAT:000D0A9B];Dungeons\Caves\Ice\Rocks\CaveIBoulderL05.nif
854738;CaveIBoulderL04_noSnow [STAT:000D0AD2];Dungeons\Caves\Ice\Rocks\CaveIBoulderL04.nif
854759;CaveILRoomDoorB03_noSnow [STAT:000D0AE7];Dungeons\Caves\Ice\LargeRoom\CaveILRoomDoorB03.nif
854878;WHIntWoodLadder01_snow [STAT:000D0B5E];Architecture\Windhelm\InteriorKits\Wood\WHIntWoodLadder01.nif
854965;CaveILHall4Way01_Ice [STAT:000D0BB5];Dungeons\Caves\Ice\LargeHall\CaveILHall4Way01.nif
854966;CaveILHall2Way02_Ice [STAT:000D0BB6];Dungeons\Caves\Ice\LargeHall\CaveILHall2Way02.nif
854967;CaveILHall2Way01_Ice [STAT:000D0BB7];Dungeons\Caves\Ice\LargeHall\CaveILHall2Way01.nif
854968;CaveILHall3Way01_Ice [STAT:000D0BB8];Dungeons\Caves\Ice\LargeHall\CaveILHall3Way01.nif
854969;CaveILHall1Way64R01_Ice [STAT:000D0BB9];Dungeons\Caves\Ice\LargeHall\CaveILHall1Way64R01.nif
854970;CaveILHallRamp01_Ice [STAT:000D0BBA];Dungeons\Caves\Ice\LargeHall\CaveILHallRamp01.nif
854971;CaveILHallDoor02_Ice [STAT:000D0BBB];Dungeons\Caves\Ice\LargeHall\CaveILHallDoor02.nif
854972;CaveILHall1Way128U01_Ice [STAT:000D0BBC];Dungeons\Caves\Ice\LargeHall\CaveILHall1Way128U01.nif
854973;CaveILHall1Way128L01_Ice [STAT:000D0BBD];Dungeons\Caves\Ice\LargeHall\CaveILHall1Way128L01.nif
854974;CaveILHall1Way128R01_Ice [STAT:000D0BBE];Dungeons\Caves\Ice\LargeHall\CaveILHall1Way128R01.nif
854975;CaveIShaftDoorLB02_Ice [STAT:000D0BBF];Dungeons\Caves\Ice\Shaft\CaveIShaftDoorLB02.nif
854977;CaveILHall1Way128D01_Ice [STAT:000D0BC1];Dungeons\Caves\Ice\LargeHall\CaveILHall1Way128D01.nif
854978;CaveILHallDoor01_Ice [STAT:000D0BC2];Dungeons\Caves\Ice\LargeHall\CaveILHallDoor01.nif
854979;CaveIShelf01_Ice [STAT:000D0BC3];Dungeons\Caves\Ice\Clutter\CaveIShelf01.nif
856716;DweFurnitureHighChair01Static [STAT:000D128C];Furniture\Dwemer\DweFurnitureHighChair01.nif
857608;RockAnimalDenFallForestDirt [STAT:000D1608];Landscape\Rocks\RockAnimalDen01.nif
858182;WHStatueTalos02 [STAT:000D1846];Architecture\Windhelm\WHStatueTalos02.nif
858285;WHInnDoorWayR [STAT:000D18AD];Architecture\Windhelm\WHInnDoorWayR.nif
858286;WHInnDoorWayL [STAT:000D18AE];Architecture\Windhelm\WHInnDoorWayL.nif
858616;BlackreachECeiling01 [STAT:000D19F8];Dungeons\Caves\Blackreach\BlackreachECeiling01.nif
858617;BlackreachECeiling01_GlowLichen [STAT:000D19F9];Dungeons\Caves\Blackreach\BlackreachECeiling01.nif
858636;RockCliff07Dirt01 [STAT:000D1A0C];Landscape\Rocks\RockCliff07.nif
858690;BlackreachCrystalPileS04Dirt01 [STAT:000D1A42];Clutter\Blackreach\BlackreachCrystalPileS04.nif
858892;BlackreachTinyMushroom01Dirt01 [STAT:000D1B0C];Clutter\Blackreach\BlackreachTinyMushroom01.nif
859842;DirtCliffsIsland01PineForest01 [STAT:000D1EC2];Landscape\DirtCliffs\DirtCliffsIsland01.nif
859843;DirtCliffsIsland01PineForest03 [STAT:000D1EC3];Landscape\DirtCliffs\DirtCliffsIsland01.nif
859844;RockCliff08PineForest03 [STAT:000D1EC4];Landscape\Rocks\RockCliff08.nif
859845;RockCliff01PineForest03 [STAT:000D1EC5];Landscape\Rocks\RockCliff01.nif
859846;RockCliff02PineForest03 [STAT:000D1EC6];Landscape\Rocks\RockCliff02.nif
859847;RockCliff07PineForest03 [STAT:000D1EC7];Landscape\Rocks\RockCliff07.nif
859848;RockCliff05PineForest03 [STAT:000D1EC8];Landscape\Rocks\RockCliff05.nif
859849;RockPileS01PineForest03 [STAT:000D1EC9];Landscape\Rocks\RockPileS01.nif
859850;StonewallTerraceRampDown01PineForest03 [STAT:000D1ECA];Architecture\Farmhouse\Stonewall\StonewallTerraceRampDown01.NIF
859851;StonewallTerraceStairs01PineForest03 [STAT:000D1ECB];Architecture\Farmhouse\Stonewall\StonewallTerraceStairs01.NIF
860234;BurntRubbleCart01 [STAT:000D204A];Clutter\Helgen\BurntRubbleCart01.nif
861293;TrailerCam_Tree01 [STAT:000D246D];Cameras\TrailerCam_Tree01.nif
862780;CaveGLHallRamp02LtSnow [STAT:000D2A3C];Dungeons\Caves\Green\LargeHall\CaveGLHallRamp02.nif
862781;CaveGLHallRamp02HvSnow [STAT:000D2A3D];Dungeons\Caves\Green\LargeHall\CaveGLHallRamp02.nif
864142;BlackreachCrystalPileS02Dirt01 [STAT:000D2F8E];Clutter\Blackreach\BlackreachCrystalPileS02.nif
864143;BlackreachCrystalPileS03Dirt01 [STAT:000D2F8F];Clutter\Blackreach\BlackreachCrystalPileS03.nif
865856;RTPlaza03 [STAT:000D3640];Architecture\Riften\RTPlaza03.nif
866230;MountainCliffSlopePineForest03 [STAT:000D37B6];Landscape\Mountains\MountainCliffSlope.nif
866231;DirtCliffs05PineForest03 [STAT:000D37B7];Landscape\DirtCliffs\DirtCliffs05.nif
866240;DirtCliffs02PineForest03 [STAT:000D37C0];Landscape\DirtCliffs\DirtCliffs02.nif
870956;NobleTableSquare01 [STAT:000D4A2C];Furniture\Noble\NobleTableSquare01.nif
872160;NobleCrate04 [STAT:000D4EE0];Furniture\Noble\NobleCrate04.nif
872161;NobleCrate03 [STAT:000D4EE1];Furniture\Noble\NobleCrate03.nif
873816;RockCliff01Snow01_LightSN [STAT:000D5558];Landscape\Rocks\RockCliff01.nif
873843;RockPileM01Snow01_LightSN [STAT:000D5573];Landscape\Rocks\RockPileM01.nif
874209;CaveGLHall1Way128U01FalmerCustom01 [STAT:000D56E1];Dungeons\Caves\Green\LargeHall\CaveGLHall1Way128U01.nif
874210;CaveGLHall1Way128R01FalmerLight [STAT:000D56E2];Dungeons\Caves\Green\LargeHall\CaveGLHall1Way128R01.nif
874228;CaveGRoomDoorB03FalmerLight [STAT:000D56F4];Dungeons\Caves\Green\SmallRoom\CaveGRoomDoorB03.nif
874231;CaveGRoomCorner03FalmerLight [STAT:000D56F7];Dungeons\Caves\Green\SmallRoom\CaveGRoomCorner03.nif
874232;CaveGRoomCorner04FalmerLight [STAT:000D56F8];Dungeons\Caves\Green\SmallRoom\CaveGRoomCorner04.nif
874234;CaveGRoomDoor03FalmerLight [STAT:000D56FA];Dungeons\Caves\Green\SmallRoom\CaveGRoomDoor03.nif
874235;CaveGRoomInCorner02FalmerLight [STAT:000D56FB];Dungeons\Caves\Green\SmallRoom\CaveGRoomInCorner02.nif
874236;CaveGRoomDoorB04FalmerLight [STAT:000D56FC];Dungeons\Caves\Green\SmallRoom\CaveGRoomDoorB04.nif
874258;CrateSmallLong03WeatheredSnow [STAT:000D5712];Clutter\Common\CrateSmallLong03.nif
874259;CrateSmall03WeatheredSnow [STAT:000D5713];Clutter\Common\CrateSmall03.nif
874260;CrateSmall04WeatheredSnow [STAT:000D5714];Clutter\Common\CrateSmall04.nif
874261;CrateSmallLong01WeatheredSnow [STAT:000D5715];Clutter\Common\CrateSmallLong01.nif
874286;dunMossMotherMound [STAT:000D572E];Dungeons\Caves\Green\DirtMound\CaveGDirtMound03.nif
875214;NobleEndTable02 [STAT:000D5ACE];Furniture\Noble\NobleEndTable02.nif
875215;NobleEndTable01 [STAT:000D5ACF];Furniture\Noble\NobleEndTable01.nif
875216;NobleEndTable03 [STAT:000D5AD0];Furniture\Noble\NobleEndTable03.nif
875217;NobleEndTable04 [STAT:000D5AD1];Furniture\Noble\NobleEndTable04.nif
879134;SMdDWalKitchen01 [STAT:000D6A1E];Architecture\Solitude\Interiors\SMdDWalKitchen01.nif
879142;SMdEtoD02 [STAT:000D6A26];Architecture\Solitude\Interiors\SMdEtoD02.nif
879781;SMdEStaSol05 [STAT:000D6CA5];Architecture\Solitude\Interiors\SMdEStaSol05.nif
879886;SFirePlaceStack01 [STAT:000D6D0E];Architecture\Solitude\Interiors\SFirePlaceStack01.nif
881971;1stPersonDaedricBow [STAT:000D7533];Weapons\Daedric\DaedricBowSkinned.nif
883031;RockAnimalDenDirt01 [STAT:000D7957];Landscape\Rocks\RockAnimalDen01.nif
883617;MiddenSummonCircle01 [STAT:000D7BA1];Clutter\Midden\MiddenSummonCircle01.nif
884048;KeyPegHolder01 [STAT:000D7D50];Clutter\KeyPegHolder01.nif
885367;ShrineBaseStatic [STAT:000D8277];Clutter\Shrines\ShrineBase.nif
887321;SSmACeiCap01 [STAT:000D8A19];Architecture\Solitude\Interiors\SSmACeiCap01.nif
887700;dunMiddenDaedricReliquary01 [STAT:000D8B94];Clutter\Daedric\DaedricReliquary\DaedricReliquary01.nif
887745;ChoppingBlock01Bloody [STAT:000D8BC1];Furniture\HeadChoppingBlock.nif
887923;EffigyofOlaf [STAT:000D8C73];Clutter\EffigyofKingOlaf\EffigyofOlaf.nif
887924;EffigyofOlafBurnt [STAT:000D8C74];Clutter\EffigyofKingOlaf\EffigyofOlafBurnt.nif
889374;TGCrownStand [STAT:000D921E];Clutter\Quest\BarenziahsStand.nif
889462;WallMountedGoat01 [STAT:000D9276];Clutter\DeadAnimals\WallMountedGoat01.nif
889469;WallMountedHorker01 [STAT:000D927D];Clutter\DeadAnimals\WallMountedHorker01.nif
889471;WallMountedBear03 [STAT:000D927F];Clutter\DeadAnimals\WallMountedBear03.nif
889473;WallMountedBear02 [STAT:000D9281];Clutter\DeadAnimals\WallMountedBear02.nif
889474;WallMountedBear01 [STAT:000D9282];Clutter\DeadAnimals\WallMountedBear01.nif
889477;WallMountedMudcrab01 [STAT:000D9285];Clutter\DeadAnimals\WallMountedMudcrab01.nif
889479;WallMountedSkeever01 [STAT:000D9287];Clutter\DeadAnimals\WallMountedSkeever01.nif
889480;WallMountedWolf01 [STAT:000D9288];Clutter\DeadAnimals\WallMountedWolf01.nif
889481;WallMountedWolf02 [STAT:000D9289];Clutter\DeadAnimals\WallMountedWolf02.nif
889485;WallMountedSabreCat01 [STAT:000D928D];Clutter\DeadAnimals\WallMountedSabreCat01.nif
889487;WallMountedSabreCat02 [STAT:000D928F];Clutter\DeadAnimals\WallMountedSabreCat02.nif
889511;RockPileM02FrozenMarshDirtSlope01 [STAT:000D92A7];Landscape\Rocks\RockPileM02.nif
889513;RockPileS04FrozenMarshDirtSlope01 [STAT:000D92A9];Landscape\Rocks\RockPileS04.nif
890857;RockCliff08TundraRocks01 [STAT:000D97E9];Landscape\Rocks\RockCliff08.nif
894774;dunMiddenRingStatic02 [STAT:000DA736];Clutter\Daedric\DaedricReliquary\DaedricReliquaryBand03.nif
894775;dunMiddenRingStatic01 [STAT:000DA737];Clutter\Daedric\DaedricReliquary\DaedricReliquaryBand04.nif
894776;dunMiddenRingStatic04 [STAT:000DA738];Clutter\Daedric\DaedricReliquary\DaedricReliquaryBand01.nif
894777;dunMiddenRingStatic03 [STAT:000DA739];Clutter\Daedric\DaedricReliquary\DaedricReliquaryBand02.nif
896640;CommonCrate01 [STAT:000DAE80];Clutter\Common\CommonCrate01.nif
896642;CommonCrate02 [STAT:000DAE82];Clutter\Common\CommonCrate02.nif
896736;Farmhouse06Destroyed02Snow [STAT:000DAEE0];Architecture\Farmhouse\Farmhouse06Destroyed02.nif
896737;Farmhouse05Destroyed02Snow [STAT:000DAEE1];Architecture\Farmhouse\Farmhouse05Destroyed02.nif
896738;Farmhouse06Destroyed01Snow [STAT:000DAEE2];Architecture\Farmhouse\Farmhouse06Destroyed01.nif
896739;Farmhouse05Destroyed01Snow [STAT:000DAEE3];Architecture\Farmhouse\Farmhouse05Destroyed01.nif
896927;Farmhouse02WalkwaySnow [STAT:000DAF9F];Architecture\Farmhouse\Farmhouse02Walkway.nif
896928;Farmhouse01WalkwaySnow [STAT:000DAFA0];Architecture\Farmhouse\Farmhouse01Walkway.nif
898655;MountainTrim03Dirt01 [STAT:000DB65F];Landscape\Mountains\MountainTrim03.nif
898657;RockPileS04Dirt01 [STAT:000DB661];Landscape\Rocks\RockPileS04.nif
898687;RockPileL04Dirt01 [STAT:000DB67F];Landscape\Rocks\RockPileL04.nif
898692;BlackreachTinyMushroom02Dirt01 [STAT:000DB684];Clutter\Blackreach\BlackreachTinyMushroom02.nif
899534;BlackreachEpicMushroom01 [STAT:000DB9CE];Clutter\Blackreach\BlackreachEpicMushroom01.nif
899542;BlackreachSun01 [STAT:000DB9D6];Clutter\Blackreach\BlackreachSun01.nif
904017;WRIntCastleWallStrChimney01 [STAT:000DCB51];Architecture\WhiteRun\WRInteriors\WRCastle\WRIntCastleWallStrChimney01.nif
904089;WRIntCastleWallCor01DoorL [STAT:000DCB99];Architecture\WhiteRun\WRInteriors\WRCastle\WRIntCastleWallCor01DoorL.nif
904117;WRDunIntStairsDown01 [STAT:000DCBB5];Architecture\WhiteRun\WRInteriors\WRDungeon\WRDunIntStairsDown01.nif
904221;WRIntCastleFloorFirePit01 [STAT:000DCC1D];Architecture\WhiteRun\WRInteriors\WRCastle\WRIntCastleFloorFirePit01.nif
904251;WRIntCastleRoofSupportBeamWing01 [STAT:000DCC3B];Architecture\WhiteRun\WRInteriors\WRCastle\WRIntCastleRoofSupportBeamWing01.nif
904349;WRIntCastleRoofSupportBeamWing02 [STAT:000DCC9D];Architecture\WhiteRun\WRInteriors\WRCastle\WRIntCastleRoofSupportBeamWing02.nif
904353;WRIntCastleHerbRack01 [STAT:000DCCA1];Architecture\WhiteRun\WRInteriors\WRCastle\WRIntCastleHerbRack01.nif
904494;WRTempIntPromArchNub01 [STAT:000DCD2E];Architecture\WhiteRun\WRInteriors\WRTemple\WRTempIntPromArchNub01.nif
904515;WRIntCastleRoofSupportBeam02Str [STAT:000DCD43];Architecture\WhiteRun\WRInteriors\WRCastle\WRIntCastleRoofSupportBeam02Str.nif
904551;WRIntCastleRoofSupportBeam02Nub [STAT:000DCD67];Architecture\WhiteRun\WRInteriors\WRCastle\WRIntCastleRoofSupportBeam02Nub.nif
904618;WRIntCastleFreePillar01Top [STAT:000DCDAA];Architecture\WhiteRun\WRInteriors\WRCastle\WRIntCastleFreePillar01Top.nif
904619;WRIntCastleFreePillar01Mid [STAT:000DCDAB];Architecture\WhiteRun\WRInteriors\WRCastle\WRIntCastleFreePillar01Mid.nif
906347;SMdERofCon04 [STAT:000DD46B];Architecture\Solitude\Interiors\SMdERofCon04.nif
906362;SMdEFireplace01 [STAT:000DD47A];Architecture\Solitude\Interiors\SMdEFireplace01.nif
907744;WallMountedElkMale02 [STAT:000DD9E0];Clutter\DeadAnimals\WallMountedElkMale02.nif
907745;WallMountedElkFemale02 [STAT:000DD9E1];Clutter\DeadAnimals\WallMountedElkFemale02.nif
910183;SMdEWalHaf02 [STAT:000DE367];Architecture\Solitude\Interiors\SMdEWalHaf02.nif
912844;WRCastleRugAEndR [STAT:000DEDCC];Architecture\WhiteRun\WRClutter\WRCastleRugAEndR.nif
912845;WRCastleRugAEndL [STAT:000DEDCD];Architecture\WhiteRun\WRClutter\WRCastleRugAEndL.nif
912846;WRCastleRugAMid01 [STAT:000DEDCE];Architecture\WhiteRun\WRClutter\WRCastleRugAMid01.nif
912854;WRCastleRugBMid01 [STAT:000DEDD6];Architecture\WhiteRun\WRClutter\WRCastleRugBMid01.nif
912855;WRCastleRugBEndR [STAT:000DEDD7];Architecture\WhiteRun\WRClutter\WRCastleRugBEndR.nif
912856;WRCastleRugBEndL [STAT:000DEDD8];Architecture\WhiteRun\WRClutter\WRCastleRugBEndL.nif
912860;WRCastleRugCMid01 [STAT:000DEDDC];Architecture\WhiteRun\WRClutter\WRCastleRugCMid01.nif
912861;WRCastleRugCEndR [STAT:000DEDDD];Architecture\WhiteRun\WRClutter\WRCastleRugCEndR.nif
912862;WRCastleRugCEndL [STAT:000DEDDE];Architecture\WhiteRun\WRClutter\WRCastleRugCEndL.nif
912884;WRCastleRugDEndL [STAT:000DEDF4];Architecture\WhiteRun\WRClutter\WRCastleRugDEndL.nif
912885;WRCastleRugDMid01 [STAT:000DEDF5];Architecture\WhiteRun\WRClutter\WRCastleRugDMid01.nif
912886;WRCastleRugDEndR [STAT:000DEDF6];Architecture\WhiteRun\WRClutter\WRCastleRugDEndR.nif
912911;WRCastleRugDFree01 [STAT:000DEE0F];Architecture\WhiteRun\WRClutter\WRCastleRugDFree01.nif
912913;WRCastleRugCFree01 [STAT:000DEE11];Architecture\WhiteRun\WRClutter\WRCastleRugCFree01.nif
912915;NobleTableLong03ClothWR01 [STAT:000DEE13];Architecture\WhiteRun\WRClutter\NobleTableLong03ClothWR01.nif
912956;NobleTableSquare01ClothWR01 [STAT:000DEE3C];Architecture\WhiteRun\WRClutter\NobleTableSquare01ClothWR01.nif
913210;MrkCryptDouble01 [STAT:000DEF3A];Dungeons\Dwemer\Clutter\MrkCryptDouble01.nif
913884;PickAxeStatic [STAT:000DF1DC];Clutter\Common\PickAxe01.nif
914555;CommonShelf04Open [STAT:000DF47B];Clutter\Common\CommonShelf04Open.nif
914849;WHIntPartitionSecretDoor01 [STAT:000DF5A1];Architecture\Windhelm\InteriorKits\WHIntPartitionSecretDoor01.nif
915723;RockPileS02PineForest03 [STAT:000DF90B];Landscape\Rocks\RockPileS02.nif
916026;DirtCliffsIsland01Dirt02 [STAT:000DFA3A];Landscape\DirtCliffs\DirtCliffsIsland01.nif
916289;RTKeepFirePit01 [STAT:000DFB41];Architecture\Riften\RTKeepFirePit01.nif
916497;FarmIntWoodDoorway01 [STAT:000DFC11];Architecture\Farmhouse\Interior\FarmIntWoodDoorway01.nif
916498;FarmIntWoodEnd01 [STAT:000DFC12];Architecture\Farmhouse\Interior\FarmIntWoodEnd01.nif
916499;FarmIntWoodEnd02 [STAT:000DFC13];Architecture\Farmhouse\Interior\FarmIntWoodEnd02.nif
916500;FarmIntWoodWall01 [STAT:000DFC14];Architecture\Farmhouse\Interior\FarmIntWoodWall01.nif
917576;FarmInnDestroyed01 [STAT:000E0048];Architecture\Farmhouse\InnDestroyed01.nif
921052;MS06PotemaBorder [STAT:000E0DDC];Dungeons\Nordic\PotemaBorder.nif
921237;SMdCFirePlace01 [STAT:000E0E95];Architecture\Solitude\Interiors\SMdCFirePlace01.nif
921258;SMdBWallInt02 [STAT:000E0EAA];Architecture\Solitude\Interiors\SMdBWallInt02.nif
921444;NorDwelling03ExtPylons01SnowHeavy [STAT:000E0F64];Dungeons\Nordic\Exterior\Dwellings\NorDwelling03ExtPylons01.nif
927195;CommonTableLow01 [STAT:000E25DB];Clutter\Common\CommonTableLow01.nif
927196;CommonTableLow02 [STAT:000E25DC];Clutter\Common\CommonTableLow02.nif
927236;CommonTable02 [STAT:000E2604];Clutter\Common\CommonTable02.nif
927270;CommonShelf05 [STAT:000E2626];Clutter\Common\CommonShelf05.nif
927736;WRIntCastleWallDoubleHighExDoor04 [STAT:000E27F8];Architecture\WhiteRun\WRInteriors\WRCastle\WRIntCastleWallDoubleHighExDoor04.nif
927843;WRIntCastleWallDoubleHighExDoorTransB [STAT:000E2863];Architecture\WhiteRun\WRInteriors\WRCastle\WRIntCastleWallDoubleHighExDoorTransB.nif
927985;WRDunIntArch768R [STAT:000E28F1];Architecture\WhiteRun\WRInteriors\WRDungeon\WRDunIntArch768R.nif
927986;WRDunIntArch768L [STAT:000E28F2];Architecture\WhiteRun\WRInteriors\WRDungeon\WRDunIntArch768L.nif
927987;WRDunIntArch768CapR [STAT:000E28F3];Architecture\WhiteRun\WRInteriors\WRDungeon\WRDunIntArch768CapR.nif
927988;WRDunIntArch768CapL [STAT:000E28F4];Architecture\WhiteRun\WRInteriors\WRDungeon\WRDunIntArch768CapL.nif
928244;NobleTableLong01ClothWR01 [STAT:000E29F4];Architecture\WhiteRun\WRClutter\NobleTableLong01ClothWR01.nif
928246;WRIntCastleWallStrWin01Drapery01 [STAT:000E29F6];Architecture\WhiteRun\WRClutter\WRIntCastleWallStrWin01Drapery01.nif
